,,,,,Class 1, Class 2,Class 3,Class 4,Class 5,
1048,5,5,,,,,,,,
1049,5,5,,,,,,,,
1050,5,5,,,,,,,,
1051,3,3,,,,,,,,
1052,3,3,,,,,,,,
1053,3,3,,,,,,,,
1054,4,3,,,,,,,,
1055,4,3,,,,,,,,
1056,4,5,,,,,,,,
1057,4,5,,,,,,,,
1058,5,5,,,,,,,,
1059,5,5,,,,,,,,
1060,5,5,,,,,,,,
1061,5,5,,,,,,,,
1062,5,5,,,,,,,,
1063,5,5,,,,,,,,
1064,5,5,,,,,,,,
1065,5,5,,,,,,,,
1066,5,5,,,,,,,,
1067,5,5,,,,,,,,
1068,5,5,,,,,,,,
1069,5,5,,,,,,,,
1070,5,5,,,,,,,,
1071,5,5,,,,,,,,
1072,5,5,,,,,,,,
1073,5,5,,,,,,,,
1074,4,5,,,,,,,,
1075,4,5,,,,,,,,
1076,4,5,,,,,,,,
1077,4,5,,,,,,,,
1078,4,5,,,,,,,,
1079,3,5,,,,,,,,
1080,3,5,,,,,,,,
1081,3,5,,,,,,,,
1082,3,5,,,,,,,,
1083,3,5,,,,,,,,
1084,5,5,,,,,,,,
1085,5,5,,,,,,,,
1086,5,5,,,,,,,,
1087,5,5,,,,,,,,
1088,5,5,,,,,,,,
1089,1,1,,,,,,,,
1090,1,1,,,,,,,,
1091,1,1,,,,,,,,
1092,1,1,,,,,,,,
1093,1,1,,,,,,,,
1094,1,1,,,,,,,,
1095,1,1,,,,,,,,
1096,1,5,,,,,,,,
1097,1,5,,,,,,,,
1098,1,5,,,,,,,,
1099,1,5,,,,,,,,
1100,1,5,,,,,,,,
1101,1,5,,,,,,,,
1102,1,3,,,,,,,,
1103,4,3,,,,,,,,
1104,4,3,,,,,,,,
1105,4,3,,,,,,,,
1106,4,3,,,,,,,,
1107,4,3,,,,,,,,
1108,4,3,,,,,,,,
1109,4,3,,,,,,,,
1110,4,3,,,,,,,,
1111,4,3,,,,,,,,
1112,4,3,,,,,,,,
1113,4,3,,,,,,,,
1114,4,5,,,,,,,,
1115,4,5,,,,,,,,
1116,4,5,,,,,,,,
1117,4,5,,,,,,,,
1118,4,5,,,,,,,,
1119,5,5,,,,,,,,
1120,5,5,,,,,,,,
1121,4,5,,,,,,,,
1122,4,5,,,,,,,,
1123,5,3,,,,,,,,
1124,5,3,,,,,,,,
1125,5,3,,,,,,,,
1126,5,3,,,,,,,,
1127,5,3,,,,,,,,
1128,5,3,,,,,,,,
1129,5,3,,,,,,,,
1130,5,3,,,,,,,,
1132,1,1,,,,,,,,
1133,1,1,,,,,,,,
1134,1,1,,,,,,,,
1136,1,3,,,,,,,,
1137,2,3,,,,,,,,
1138,2,3,,,,,,,,
1139,2,3,,,,,,,,
1140,2,3,,,,,,,,
1141,3,3,,,,,,,,
1142,3,3,,,,,,,,
1143,3,3,,,,,,,,
1144,3,3,,,,,,,,
1145,3,3,,,,,,,,
1146,3,3,,,,,,,,
1147,3,3,,,,,,,,
1148,3,3,,,,,,,,
1149,3,3,,,,,,,,
1150,3,3,,,,,,,,
1151,5,3,,,,,,,,
1152,5,3,,,,,,,,
1153,5,3,,,,,,,,
1154,5,3,,,,,,,,
1155,5,3,,,,,,,,
1156,5,3,,,,,,,,
1157,5,3,,,,,,,,
1158,5,3,,,,,,,,
1159,5,3,,,,,,,,
1160,5,3,,,,,,,,
1161,5,3,,,,,,,,
1162,5,3,,,,,,,,
1163,5,3,,,,,,,,
1164,5,3,,,,,,,,
1165,5,3,,,,,,,,
1166,5,3,,,,,,,,
1167,5,3,,,,,,,,
1168,5,3,,,,,,,,
1171,2,3,,,,,,,,
1172,4,3,,,,,,,,
1173,1,3,,,,,,,,
1174,1,3,,,,,,,,
1175,1,3,,,,,,,,
1176,1,5,,,,,,,,
1177,4,3,,,,,,,,
1178,4,1,,,,,,,,
1179,1,1,,,,,,,,
1180,1,1,,,,,,,,
1181,1,1,,,,,,,,
1182,1,1,,,,,,,,
1183,1,1,,,,,,,,
1184,2,1,,,,,,,,
1185,2,1,,,,,,,,
1186,2,2,,,,,,,,
1187,2,2,,,,,,,,
1188,2,2,,,,,,,,
1189,2,2,,,,,,,,
1190,2,2,,,,,,,,
1191,2,2,,,,,,,,
1192,2,2,,,,,,,,
1193,1,3,,,,,,,,
1194,3,3,,,,,,,,
1195,4,3,,,,,,,,
1196,4,3,,,,,,,,
1197,2,3,,,,,,,,
1198,4,5,,,,,,,,
1199,4,5,,,,,,,,
1200,5,5,,,,,,,,
1201,5,5,,,,,,,,
1202,5,5,,,,,,,,
1203,2,3,,,,,,,,
1204,2,3,,,,,,,,
1205,5,5,,,,,,,,
1206,2,5,,,,,,,,
1207,2,5,,,,,,,,
1208,3,3,,,,,,,,
1209,5,5,,,,,,,,
1211,5,3,,,,,,,,
1212,4,3,,,,,,,,
1213,4,3,,,,,,,,
1214,2,5,,,,,,,,
1216,2,3,,,,,,,,
1217,5,3,,,,,,,,
1218,5,3,,,,,,,,
1219,5,5,,,,,,,,
1220,5,5,,,,,,,,
1221,5,5,,,,,,,,
1222,5,5,,,,,,,,
1223,5,5,,,,,,,,
1224,5,5,,,,,,,,
1225,5,5,,,,,,,,
1226,5,5,,,,,,,,
1227,5,5,,,,,,,,
1228,5,5,,,,,,,,
1229,5,5,,,,,,,,
1230,5,5,,,,,,,,
1231,5,5,,,,,,,,
1232,5,5,,,,,,,,
1233,5,5,,,,,,,,
1234,5,5,,,,,,,,
1235,4,5,,,,,,,,
1236,4,5,,,,,,,,
1237,4,5,,,,,,,,
1238,4,1,,,,,,,,
1239,4,1,,,,,,,,
1240,4,1,,,,,,,,
1241,4,1,,,,,,,,
1242,4,1,,,,,,,,
1243,4,1,,,,,,,,
1244,1,1,,,,,,,,
1245,1,1,,,,,,,,
1246,1,1,,,,,,,,
1247,1,1,,,,,,,,
1248,1,1,,,,,,,,
1249,1,1,,,,,,,,
1250,1,3,,,,,,,,
1251,3,3,,,,,,,,
1252,4,3,,,,,,,,
1253,4,3,,,,,,,,
1254,4,3,,,,,,,,
1255,4,3,,,,,,,,
1256,5,3,,,,,,,,
1257,4,3,,,,,,,,
1258,5,3,,,,,,,,
1259,5,3,,,,,,,,
1260,5,3,,,,,,,,
1261,4,3,,,,,,,,
1262,4,3,,,,,,,,
1263,4,3,,,,,,,,
1264,4,3,,,,,,,,
1265,4,3,,,,,,,,
1266,5,3,,,,,,,,
1267,4,3,,,,,,,,
1268,5,5,,,,,,,,
1269,4,3,,,,,,,,
1270,4,5,,,,,,,,
1271,5,3,,,,,,,,
1272,4,3,,,,,,,,
1273,4,5,,,,,,,,
1274,4,3,,,,,,,,
1275,5,5,,,,,,,,
1276,4,3,,,,,,,,
1277,4,3,,,,,,,,
1278,5,5,,,,,,,,
1279,3,5,,,,,,,,
1280,4,5,,,,,,,,
1281,4,5,,,,,,,,
1282,2,5,,,,,,,,
1283,4,5,,,,,,,,
1284,1,5,,,,,,,,
1285,5,5,,,,,,,,
1286,3,5,,,,,,,,
1287,5,5,,,,,,,,
1288,4,5,,,,,,,,
1289,5,5,,,,,,,,
1290,5,5,,,,,,,,
1291,3,5,,,,,,,,
1292,5,5,,,,,,,,
1293,5,5,,,,,,,,
1294,3,5,,,,,,,,
1295,4,3,,,,,,,,
1296,4,3,,,,,,,,
1297,4,3,,,,,,,,
1298,5,5,,,,,,,,
1299,4,3,,,,,,,,
1300,5,5,,,,,,,,
1301,4,3,,,,,,,,
1302,4,3,,,,,,,,
1303,4,3,,,,,,,,
1304,4,5,,,,,,,,
1305,4,3,,,,,,,,
1306,4,3,,,,,,,,
1307,4,5,,,,,,,,
1308,4,3,,,,,,,,
1309,4,3,,,,,,,,
1310,5,5,,,,,,,,
1311,4,3,,,,,,,,
1312,5,3,,,,,,,,
1313,4,5,,,,,,,,
1314,4,3,,,,,,,,
1315,4,5,,,,,,,,
1316,4,3,,,,,,,,
1317,4,3,,,,,,,,
1318,4,3,,,,,,,,
1319,4,3,,,,,,,,
1320,4,3,,,,,,,,
1321,4,3,,,,,,,,
1322,4,3,,,,,,,,
1323,4,3,,,,,,,,
1324,4,3,,,,,,,,
1325,4,3,,,,,,,,
1326,4,3,,,,,,,,
1327,5,3,,,,,,,,
1328,4,3,,,,,,,,
1329,4,3,,,,,,,,
1330,3,3,,,,,,,,
1331,3,3,,,,,,,,
1332,4,3,,,,,,,,
1333,4,3,,,,,,,,
1334,4,3,,,,,,,,
1335,5,3,,,,,,,,
1336,5,3,,,,,,,,
1337,5,3,,,,,,,,
1338,5,3,,,,,,,,
1339,5,3,,,,,,,,
1340,5,3,,,,,,,,
1341,5,3,,,,,,,,
1342,5,3,,,,,,,,
1343,5,3,,,,,,,,
1344,5,3,,,,,,,,
1345,4,5,,,,,,,,
1346,5,5,,,,,,,,
1347,4,5,,,,,,,,
1348,4,5,,,,,,,,
1349,4,5,,,,,,,,
1350,4,5,,,,,,,,
1351,4,5,,,,,,,,
1352,4,5,,,,,,,,
1353,4,5,,,,,,,,
1354,4,5,,,,,,,,
1355,5,5,,,,,,,,
1356,5,5,,,,,,,,
1357,5,5,,,,,,,,
1358,5,3,,,,,,,,
1359,5,3,,,,,,,,
1360,5,3,,,,,,,,
1361,5,3,,,,,,,,
1362,5,3,,,,,,,,
1363,5,5,,,,,,,,
1364,5,5,,,,,,,,
1365,4,5,,,,,,,,
1366,4,5,,,,,,,,
1367,4,5,,,,,,,,
1368,5,5,,,,,,,,
1369,4,3,,,,,,,,
1370,5,3,,,,,,,,
1371,4,3,,,,,,,,
1372,4,3,,,,,,,,
1373,4,3,,,,,,,,
1374,4,3,,,,,,,,
1375,4,3,,,,,,,,
1376,4,3,,,,,,,,
1377,4,3,,,,,,,,
1378,4,3,,,,,,,,
1379,4,3,,,,,,,,
1380,4,3,,,,,,,,
1381,5,3,,,,,,,,
1382,4,3,,,,,,,,
1383,4,3,,,,,,,,
1384,4,3,,,,,,,,
1385,4,3,,,,,,,,
1386,4,3,,,,,,,,
1387,4,3,,,,,,,,
1388,4,5,,,,,,,,
1389,4,5,,,,,,,,
1390,4,5,,,,,,,,
1391,3,5,,,,,,,,
1392,4,5,,,,,,,,
1393,4,5,,,,,,,,
1394,5,5,,,,,,,,
1395,5,5,,,,,,,,
1396,5,5,,,,,,,,
1397,4,5,,,,,,,,
1398,5,5,,,,,,,,
1399,1,1,,,,,,,,
1400,1,1,,,,,,,,
1401,1,1,,,,,,,,
1402,1,1,,,,,,,,
1403,1,1,,,,,,,,
1404,1,3,,,,,,,,
1405,4,3,,,,,,,,
1406,4,3,,,,,,,,
1407,4,3,,,,,,,,
1408,4,3,,,,,,,,
1409,4,3,,,,,,,,
1410,4,3,,,,,,,,
1411,4,3,,,,,,,,
1412,4,3,,,,,,,,
1413,5,3,,,,,,,,
1414,4,3,,,,,,,,
1415,4,3,,,,,,,,
1416,3,3,,,,,,,,
1417,3,3,,,,,,,,
1418,4,3,,,,,,,,
1419,4,3,,,,,,,,
1420,4,3,,,,,,,,
1421,4,3,,,,,,,,
1422,4,3,,,,,,,,
1423,4,3,,,,,,,,
1424,4,3,,,,,,,,
1425,4,3,,,,,,,,
1426,4,3,,,,,,,,
1427,4,3,,,,,,,,
1428,4,3,,,,,,,,
1429,4,3,,,,,,,,
1430,4,3,,,,,,,,
1431,4,3,,,,,,,,
1432,4,3,,,,,,,,
1433,4,3,,,,,,,,
1434,4,3,,,,,,,,
1435,4,3,,,,,,,,
1436,4,3,,,,,,,,
1437,4,3,,,,,,,,
1438,4,3,,,,,,,,
1439,4,3,,,,,,,,
1440,4,3,,,,,,,,
1441,4,3,,,,,,,,
1442,4,3,,,,,,,,
1443,4,3,,,,,,,,
1444,4,3,,,,,,,,
1445,4,3,,,,,,,,
1446,4,3,,,,,,,,
1447,4,3,,,,,,,,
1448,4,3,,,,,,,,
1449,4,3,,,,,,,,
1450,4,3,,,,,,,,
1451,4,3,,,,,,,,
1452,4,3,,,,,,,,
1453,4,3,,,,,,,,
1454,4,3,,,,,,,,
1455,4,3,,,,,,,,
1456,4,3,,,,,,,,
1457,4,3,,,,,,,,
1458,1,3,,,,,,,,
1459,1,3,,,,,,,,
1460,1,3,,,,,,,,
1461,1,3,,,,,,,,
1462,1,3,,,,,,,,
1463,2,3,,,,,,,,
1464,1,3,,,,,,,,
1465,2,3,,,,,,,,
1466,1,3,,,,,,,,
1467,2,5,,,,,,,,
1468,4,5,,,,,,,,
1469,4,5,,,,,,,,
1470,4,3,,,,,,,,
1471,4,3,,,,,,,,
1472,4,3,,,,,,,,
1473,4,3,,,,,,,,
1474,1,3,,,,,,,,
1475,4,3,,,,,,,,
1476,1,3,,,,,,,,
1477,1,3,,,,,,,,
1478,1,5,,,,,,,,
1480,5,5,,,,,,,,
1481,5,5,,,,,,,,
1482,5,5,,,,,,,,
1483,5,5,,,,,,,,
1484,5,5,,,,,,,,
1485,5,5,,,,,,,,
1486,5,5,,,,,,,,
1487,5,5,,,,,,,,
1488,5,5,,,,,,,,
1489,4,5,,,,,,,,
1490,4,3,,,,,,,,
1491,5,5,,,,,,,,
1492,5,5,,,,,,,,
1493,5,5,,,,,,,,
1494,5,5,,,,,,,,
1495,3,5,,,,,,,,
1496,5,5,,,,,,,,
1497,5,5,,,,,,,,
1498,5,5,,,,,,,,
1499,5,5,,,,,,,,
1500,5,5,,,,,,,,
1501,5,5,,,,,,,,
1502,5,5,,,,,,,,
1503,5,5,,,,,,,,
1504,5,5,,,,,,,,
1505,5,5,,,,,,,,
1506,5,5,,,,,,,,
1507,5,1,,,,,,,,
1508,1,5,,,,,,,,
1509,5,5,,,,,,,,
1510,2,5,,,,,,,,
1511,2,5,,,,,,,,
1512,4,1,,,,,,,,
1513,4,1,,,,,,,,
1514,4,5,,,,,,,,
1515,5,5,,,,,,,,
1516,5,5,,,,,,,,
1517,5,5,,,,,,,,
1518,5,3,,,,,,,,
1519,5,3,,,,,,,,
1520,5,3,,,,,,,,
1521,5,3,,,,,,,,
1522,5,3,,,,,,,,
1523,5,5,,,,,,,,
1524,1,3,,,,,,,,
1525,4,3,,,,,,,,
1526,5,5,,,,,,,,
1528,4,3,,,,,,,,
1529,3,3,,,,,,,,
1530,5,5,,,,,,,,
1531,5,5,,,,,,,,
1532,1,3,,,,,,,,
1533,1,3,,,,,,,,
1534,4,3,,,,,,,,
1535,5,5,,,,,,,,
1536,5,5,,,,,,,,
1537,5,5,,,,,,,,
1538,4,5,,,,,,,,
1539,4,3,,,,,,,,
1540,4,3,,,,,,,,
1541,4,1,,,,,,,,
1542,5,3,,,,,,,,
1543,3,1,,,,,,,,
1544,3,3,,,,,,,,
1545,4,3,,,,,,,,
1546,2,3,,,,,,,,
1547,2,3,,,,,,,,
1548,2,3,,,,,,,,
1549,2,5,,,,,,,,
1550,2,5,,,,,,,,
1551,4,3,,,,,,,,
1552,4,3,,,,,,,,
1553,4,3,,,,,,,,
1555,4,3,,,,,,,,
1556,3,3,,,,,,,,
1557,3,3,,,,,,,,
1558,3,1,,,,,,,,
1559,4,3,,,,,,,,
1560,4,3,,,,,,,,
1561,1,3,,,,,,,,
1562,1,3,,,,,,,,
1563,4,3,,,,,,,,
1564,4,3,,,,,,,,
1565,4,3,,,,,,,,
1566,2,3,,,,,,,,
1567,3,3,,,,,,,,
1568,1,3,,,,,,,,
1569,1,3,,,,,,,,
1570,1,3,,,,,,,,
1571,4,3,,,,,,,,
1572,3,3,,,,,,,,
1573,5,3,,,,,,,,
1574,1,3,,,,,,,,
1575,4,3,,,,,,,,
1576,2,3,,,,,,,,
1577,3,3,,,,,,,,
1578,3,3,,,,,,,,
1579,3,3,,,,,,,,
1580,3,3,,,,,,,,
1581,3,3,,,,,,,,
1582,3,3,,,,,,,,
1583,3,3,,,,,,,,
1584,3,3,,,,,,,,
1586,3,3,,,,,,,,
1587,3,3,,,,,,,,
1588,4,3,,,,,,,,
1589,4,3,,,,,,,,
1590,5,3,,,,,,,,
1591,5,3,,,,,,,,
1592,5,3,,,,,,,,
1593,5,3,,,,,,,,
1594,5,3,,,,,,,,
1595,5,3,,,,,,,,
1596,5,3,,,,,,,,
1597,5,3,,,,,,,,
1598,5,3,,,,,,,,
1599,5,3,,,,,,,,
1600,4,3,,,,,,,,
1601,4,3,,,,,,,,
1602,4,3,,,,,,,,
1603,4,3,,,,,,,,
1604,4,3,,,,,,,,
1605,4,3,,,,,,,,
1606,4,3,,,,,,,,
1607,4,3,,,,,,,,
1608,4,3,,,,,,,,
1609,4,3,,,,,,,,
1610,4,3,,,,,,,,
1611,4,3,,,,,,,,
1612,5,3,,,,,,,,
1613,3,3,,,,,,,,
1614,3,3,,,,,,,,
1615,3,3,,,,,,,,
1616,3,3,,,,,,,,
1617,3,3,,,,,,,,
1618,3,3,,,,,,,,
1619,4,3,,,,,,,,
1620,3,3,,,,,,,,
1621,3,3,,,,,,,,
1622,3,3,,,,,,,,
1623,3,3,,,,,,,,
1624,4,3,,,,,,,,
1625,3,3,,,,,,,,
1626,4,3,,,,,,,,
1627,4,3,,,,,,,,
1628,4,3,,,,,,,,
1629,4,3,,,,,,,,
1630,4,3,,,,,,,,
1631,4,3,,,,,,,,
1632,5,3,,,,,,,,
1633,1,3,,,,,,,,
1634,1,3,,,,,,,,
1635,1,3,,,,,,,,
1636,1,3,,,,,,,,
1637,1,3,,,,,,,,
1638,1,3,,,,,,,,
1639,1,3,,,,,,,,
1640,1,3,,,,,,,,
1641,1,3,,,,,,,,
1642,1,3,,,,,,,,
1643,1,3,,,,,,,,
1644,2,3,,,,,,,,
1645,2,3,,,,,,,,
1646,3,3,,,,,,,,
1647,3,3,,,,,,,,
1648,4,3,,,,,,,,
1649,3,3,,,,,,,,
1650,3,3,,,,,,,,
1651,3,3,,,,,,,,
1652,3,3,,,,,,,,
1653,3,3,,,,,,,,
1654,3,3,,,,,,,,
1655,3,3,,,,,,,,
1656,3,3,,,,,,,,
1657,3,3,,,,,,,,
1658,3,3,,,,,,,,
1659,3,3,,,,,,,,
1660,3,3,,,,,,,,
1661,3,3,,,,,,,,
1662,2,3,,,,,,,,
1663,2,3,,,,,,,,
1664,2,3,,,,,,,,
1665,3,3,,,,,,,,
1666,2,3,,,,,,,,
1667,2,3,,,,,,,,
1668,2,3,,,,,,,,
1669,2,3,,,,,,,,
1670,2,3,,,,,,,,
1671,2,3,,,,,,,,
1672,2,3,,,,,,,,
1673,2,3,,,,,,,,
1674,4,3,,,,,,,,
1675,4,3,,,,,,,,
1676,4,3,,,,,,,,
1677,3,3,,,,,,,,
1678,4,3,,,,,,,,
1679,4,2,,,,,,,,
1680,1,2,,,,,,,,
1681,1,2,,,,,,,,
1682,1,2,,,,,,,,
1683,1,2,,,,,,,,
1684,1,2,,,,,,,,
1685,1,2,,,,,,,,
1686,1,2,,,,,,,,
1687,1,2,,,,,,,,
1688,1,2,,,,,,,,
1689,1,1,,,,,,,,
1690,1,1,,,,,,,,
1691,1,1,,,,,,,,
1692,1,1,,,,,,,,
1693,1,1,,,,,,,,
1694,1,1,,,,,,,,
1695,1,1,,,,,,,,
1696,1,3,,,,,,,,
1698,1,3,,,,,,,,
1699,1,3,,,,,,,,
1700,1,3,,,,,,,,
1701,1,3,,,,,,,,
1702,4,3,,,,,,,,
1703,3,3,,,,,,,,
1704,4,3,,,,,,,,
1705,3,3,,,,,,,,
1706,4,3,,,,,,,,
1707,3,3,,,,,,,,
1708,3,3,,,,,,,,
1709,4,3,,,,,,,,
1710,4,3,,,,,,,,
1711,4,3,,,,,,,,
1712,4,3,,,,,,,,
1713,4,3,,,,,,,,
1714,4,3,,,,,,,,
1715,4,3,,,,,,,,
1716,4,3,,,,,,,,
1717,3,3,,,,,,,,
1718,4,3,,,,,,,,
1719,4,3,,,,,,,,
1720,4,3,,,,,,,,
1721,4,3,,,,,,,,
1722,4,3,,,,,,,,
1723,4,3,,,,,,,,
1724,4,3,,,,,,,,
1725,4,3,,,,,,,,
1726,3,3,,,,,,,,
1727,4,3,,,,,,,,
1728,3,3,,,,,,,,
1729,4,3,,,,,,,,
1730,4,3,,,,,,,,
1731,4,3,,,,,,,,
1732,4,3,,,,,,,,
1733,4,3,,,,,,,,
1734,4,3,,,,,,,,
1735,3,3,,,,,,,,
1736,4,3,,,,,,,,
1737,3,3,,,,,,,,
1738,4,3,,,,,,,,
1739,4,3,,,,,,,,
1740,4,3,,,,,,,,
1741,4,3,,,,,,,,
1742,4,3,,,,,,,,
1743,4,3,,,,,,,,
1744,4,3,,,,,,,,
1745,4,3,,,,,,,,
1746,4,3,,,,,,,,
1747,4,3,,,,,,,,
1748,3,3,,,,,,,,
1749,4,3,,,,,,,,
1750,3,3,,,,,,,,
1751,4,3,,,,,,,,
1752,4,3,,,,,,,,
1753,4,3,,,,,,,,
1754,4,3,,,,,,,,
1755,4,3,,,,,,,,
1756,4,3,,,,,,,,
1757,4,3,,,,,,,,
1758,4,3,,,,,,,,
1759,4,3,,,,,,,,
1760,4,1,,,,,,,,
1761,4,1,,,,,,,,
1762,4,1,,,,,,,,
1763,4,1,,,,,,,,
1764,4,1,,,,,,,,
1765,4,1,,,,,,,,
1766,4,1,,,,,,,,
1767,4,1,,,,,,,,
1768,4,1,,,,,,,,
1769,4,1,,,,,,,,
1770,4,1,,,,,,,,
1771,4,1,,,,,,,,
1772,4,1,,,,,,,,
1773,4,1,,,,,,,,
1774,4,1,,,,,,,,
1775,4,1,,,,,,,,
1776,4,1,,,,,,,,
1777,4,1,,,,,,,,
1778,4,1,,,,,,,,
1779,4,1,,,,,,,,
1780,3,1,,,,,,,,
1781,4,1,,,,,,,,
1782,4,1,,,,,,,,
1783,4,1,,,,,,,,
1784,1,1,,,,,,,,
1785,1,1,,,,,,,,
1786,1,1,,,,,,,,
1787,1,1,,,,,,,,
1788,1,1,,,,,,,,
1789,1,1,,,,,,,,
1790,1,1,,,,,,,,
1791,1,1,,,,,,,,
1792,1,1,,,,,,,,
1793,1,1,,,,,,,,
1794,1,1,,,,,,,,
1795,1,1,,,,,,,,
1796,1,1,,,,,,,,
1797,1,1,,,,,,,,
1798,1,1,,,,,,,,
1799,1,1,,,,,,,,
1800,1,1,,,,,,,,
1801,1,1,,,,,,,,
1802,1,1,,,,,,,,
1803,1,1,,,,,,,,
1804,1,1,,,,,,,,
1805,1,1,,,,,,,,
1806,1,1,,,,,,,,
1807,1,1,,,,,,,,
1808,1,1,,,,,,,,
1809,1,1,,,,,,,,
1810,1,1,,,,,,,,
1811,1,1,,,,,,,,
1812,1,1,,,,,,,,
1813,1,1,,,,,,,,
1814,1,1,,,,,,,,
1815,1,1,,,,,,,,
1816,1,1,,,,,,,,
1817,1,1,,,,,,,,
1818,1,1,,,,,,,,
1819,1,1,,,,,,,,
1820,1,1,,,,,,,,
1821,1,1,,,,,,,,
1822,1,1,,,,,,,,
1823,1,1,,,,,,,,
1824,2,1,,,,,,,,
1825,1,1,,,,,,,,
1826,1,1,,,,,,,,
1827,5,5,,,,,,,,
1828,5,5,,,,,,,,
1830,4,5,,,,,,,,
1831,4,5,,,,,,,,
1834,3,3,,,,,,,,
1835,3,3,,,,,,,,
1838,3,3,,,,,,,,
1839,2,3,,,,,,,,
1841,2,3,,,,,,,,
1844,2,3,,,,,,,,
1845,4,1,,,,,,,,
1846,4,1,,,,,,,,
1847,4,1,,,,,,,,
1848,4,1,,,,,,,,
1850,4,3,,,,,,,,
1851,4,1,,,,,,,,
1852,4,1,,,,,,,,
1853,4,3,,,,,,,,
1854,2,3,,,,,,,,
1855,2,2,,,,,,,,
1856,1,5,,,,,,,,
1857,1,5,,,,,,,,
1858,1,5,,,,,,,,
1859,2,5,,,,,,,,
1860,1,5,,,,,,,,
1861,2,5,,,,,,,,
1862,2,5,,,,,,,,
1863,4,3,,,,,,,,
1864,4,3,,,,,,,,
1865,5,5,,,,,,,,
1866,5,5,,,,,,,,
1867,5,5,,,,,,,,
1868,5,5,,,,,,,,
1869,4,5,,,,,,,,
1870,5,5,,,,,,,,
1871,5,5,,,,,,,,
1872,5,5,,,,,,,,
1873,5,5,,,,,,,,
1874,4,5,,,,,,,,
1875,5,5,,,,,,,,
1876,5,5,,,,,,,,
1877,5,5,,,,,,,,
1878,5,5,,,,,,,,
1879,5,5,,,,,,,,
1880,5,5,,,,,,,,
1881,5,5,,,,,,,,
1882,4,5,,,,,,,,
1883,5,5,,,,,,,,
1884,5,5,,,,,,,,
1885,5,5,,,,,,,,
1886,5,5,,,,,,,,
1887,5,5,,,,,,,,
1888,4,5,,,,,,,,
1889,4,5,,,,,,,,
1890,4,3,,,,,,,,
1891,5,1,,,,,,,,
1892,4,3,,,,,,,,
1893,5,5,,,,,,,,
1895,4,1,,,,,,,,
1896,5,3,,,,,,,,
1897,5,5,,,,,,,,
1898,5,5,,,,,,,,
1899,4,3,,,,,,,,
1900,4,3,,,,,,,,
1901,4,3,,,,,,,,
1902,3,3,,,,,,,,
1903,3,3,,,,,,,,
1904,2,3,,,,,,,,
1905,1,1,,,,,,,,
1906,4,1,,,,,,,,
1907,4,1,,,,,,,,
1908,4,5,,,,,,,,
1909,5,5,,,,,,,,
1910,5,5,,,,,,,,
1911,5,5,,,,,,,,
1912,5,5,,,,,,,,
1913,5,5,,,,,,,,
1914,5,5,,,,,,,,
1915,5,5,,,,,,,,
1916,5,5,,,,,,,,
1917,5,5,,,,,,,,
1918,5,3,,,,,,,,
1919,5,3,,,,,,,,
1920,5,3,,,,,,,,
1921,5,3,,,,,,,,
1922,2,3,,,,,,,,
1923,4,3,,,,,,,,
1924,4,3,,,,,,,,
1925,4,3,,,,,,,,
1926,5,3,,,,,,,,
1927,5,3,,,,,,,,
1928,5,3,,,,,,,,
1929,5,5,,,,,,,,
1930,5,5,,,,,,,,
1931,5,5,,,,,,,,
1932,5,5,,,,,,,,
1933,5,5,,,,,,,,
1934,4,3,,,,,,,,
1935,5,3,,,,,,,,
1936,5,5,,,,,,,,
1937,3,3,,,,,,,,
1938,3,3,,,,,,,,
1939,3,3,,,,,,,,
1940,5,5,,,,,,,,
1941,5,5,,,,,,,,
1942,5,5,,,,,,,,
1943,5,5,,,,,,,,
1944,5,5,,,,,,,,
1945,5,5,,,,,,,,
1946,5,5,,,,,,,,
1947,5,5,,,,,,,,
1948,5,5,,,,,,,,
1949,5,5,,,,,,,,
1950,5,5,,,,,,,,
1951,5,5,,,,,,,,
1952,5,5,,,,,,,,
1953,5,5,,,,,,,,
1954,1,5,,,,,,,,
1955,1,5,,,,,,,,
1956,5,5,,,,,,,,
1957,5,5,,,,,,,,
1958,4,5,,,,,,,,
1959,4,5,,,,,,,,
1960,4,5,,,,,,,,
1961,4,5,,,,,,,,
1962,4,5,,,,,,,,
1963,5,5,,,,,,,,
1964,4,5,,,,,,,,
1965,4,5,,,,,,,,
1966,4,5,,,,,,,,
1967,4,5,,,,,,,,
1968,4,5,,,,,,,,
1969,4,3,,,,,,,,
1970,1,3,,,,,,,,
1971,2,3,,,,,,,,
1972,1,3,,,,,,,,
1973,1,3,,,,,,,,
1974,1,3,,,,,,,,
1975,1,3,,,,,,,,
1976,5,3,,,,,,,,
1977,4,5,,,,,,,,
1978,4,5,,,,,,,,
1979,4,5,,,,,,,,
1980,4,5,,,,,,,,
1981,4,5,,,,,,,,
1982,4,5,,,,,,,,
1983,4,5,,,,,,,,
1984,4,5,,,,,,,,
1985,5,3,,,,,,,,
1986,4,3,,,,,,,,
1987,4,3,,,,,,,,
1988,4,3,,,,,,,,
1989,4,5,,,,,,,,
1991,2,5,,,,,,,,
1992,3,5,,,,,,,,
1993,3,5,,,,,,,,
1994,3,5,,,,,,,,
1995,1,5,,,,,,,,
1996,3,5,,,,,,,,
1997,3,5,,,,,,,,
1998,3,5,,,,,,,,
1999,5,5,,,,,,,,
2000,4,3,,,,,,,,
